"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment"
"SL","2019-08-21","86.7",-1.69329542039997,6.97855637997542,"Justin Verlander",543308,434378,"field_out","hit_into_play",,,,,9,"John Hicks grounds out softly, pitcher Justin Verlander to first baseman Yuli Gurriel.  ","R","R","R","HOU","DET","X",1,"ground_ball",0,1,2019,0.287671027931128,0.404433875691172,0.69445017247417,1.53760159743652,"null","null","null",1,3,"Top","127.70","182.32",,,"455139",,"190822_004131",5.07196046333054,-126.024837128147,-7.53300016565116,2.0035431600549,24.8704084390225,-26.7036715924287,3.39,1.59,"8","59.3","-22.1",85.8,"2585",5.7,565666,434378,"455139","493329","514888","608324","608686","664702","545350","543807",54.7849823817647,"0.072","0.078","0.00",1,0,0,1,16,"2","Slider",0,0,0,0,0,0,0,0,"Standard","Standard"
"FF","2019-08-21","93.8",-1.52559262717666,7.14727889347679,"Justin Verlander",543308,434378,"null","swinging_strike",,,,,11,"null","R","R","R","HOU","DET","S","null","null",0,0,2019,-0.864043335428179,1.73706595853509,-0.39345500933501,3.81655076495144,"null","null","null",1,3,"Top","null","null",,,"455139",,"190822_004115",4.75027261923237,-136.249303871922,-6.54717872891263,-11.6201106128145,30.929687362599,-9.74403105463169,3.39,1.59,"null","null","null",92.7,"2599",5.8,565666,434378,"455139","493329","514888","608324","608686","664702","545350","543807",54.66895482753,"null","null","null","null","null","null","null",16,"1","4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard"
"SL","2019-08-21","86.8",-1.74968650639899,7.03954808698181,"Justin Verlander",474568,434378,"field_out","hit_into_play",,,,,9,"Jordy Mercer grounds out, third baseman Alex Bregman to first baseman Yuli Gurriel.  ","R","R","R","HOU","DET","X",5,"ground_ball",1,1,2019,0.292094746129661,0.371605553159853,0.645899766947078,2.14264339925653,"null","null","null",0,3,"Top","111.85","170.51",,,"455139",,"190822_004039",5.08494553072391,-126.155659984613,-6.17744676112962,2.00212144595082,25.9001625479356,-27.2813440372445,3.34,1.64,"null","82.9","-20.7",85.7,"2569",5.7,565666,434378,"455139","493329","514888","608324","608686","664702","545350","543807",54.8084805640962,"0.075","0.065","0.00",1,0,0,2,15,"3","Slider",0,0,0,0,0,0,0,0,"Standard","Standard"
"SL","2019-08-21","85.6",-1.88272066016054,7.05541924966749,"Justin Verlander",474568,434378,"null","swinging_strike",,,,,6,"null","R","R","R","HOU","DET","S","null","null",1,0,2019,0.37765801904194,0.322283076149289,0.41380705613146,2.21626026646173,"null","null","null",0,3,"Top","null","null",,,"455139",,"190822_004021",4.61059008962393,-124.334856703867,-5.673037164605,2.88612452243695,25.0984610840364,-28.0256121396345,3.34,1.64,"null","null","null",84.4,"2553",5.6,565666,434378,"455139","493329","514888","608324","608686","664702","545350","543807",54.8800216703551,"null","null","null","null","null","null","null",15,"2","Slider",0,0,0,0,0,0,0,0,"Standard","Standard"
"FF","2019-08-21","93.1",-1.46321230519613,7.09235559447991,"Justin Verlander",474568,434378,"null","ball",,,,,14,"null","R","R","R","HOU","DET","B","null","null",0,0,2019,-0.680932214770691,1.84075075838134,0.676625355615425,1.40543118207443,"null","null","null",0,3,"Top","null","null",,,"455139",,"190822_004006",6.85205061744191,-134.82937942153,-12.5340543545462,-9.63885139691595,29.6509148945693,-7.68176351024465,3.3134671473863335,1.6137269351404484,"null","null","null",91.8,"2499",5.8,565666,434378,"455139","493329","514888","608324","608686","664702","545350","543807",54.7281969464709,"null","null","null","null","null","null","null",15,"1","4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard"
"SL","2019-08-21","86.2",-1.67610041700181,6.9720594046679,"Justin Verlander",500135,434378,"strikeout","swinging_strike_blocked",,,,,14,"Ronny Rodriguez strikes out swinging.  ","R","R","R","HOU","DET","S",2,"null",1,2,2019,0.026384489657722,0.370775489080381,0.177950616248765,0.59101056616236,"null","null","null",2,2,"Top","null","null",,,"455139",,"190822_002928",4.29152570001646,-125.132196841736,-9.53809726757548,-0.543996908217545,23.7857836419933,-26.777578273595,3.31,1.58,"null","null","null",85.2,"2743",5.7,565666,434378,"455139","493329","514888","608324","608686","664702","545350","543807",54.8370622835835,"null","null","0.00",1,0,0,"null",10,"4","Slider",0,0,0,0,0,0,0,0,"Standard","Standard"
"SL","2019-08-21","86.8",-1.61051268691609,7.0616905131183,"Justin Verlander",500135,434378,"null","called_strike",,,,,6,"null","R","R","R","HOU","DET","S","null","null",1,1,2019,-0.00349558921302386,0.305418658674688,0.599662189172879,2.33407572669314,"null","null","null",2,2,"Top","null","null",,,"455139",,"190822_002908",5.24284538328774,-126.288524451594,-5.74710547970506,-0.982588845835616,22.7779924487227,-28.1241795672705,3.328867939534298,1.5990519107428227,"null","null","null",86.4,"2634",5.8,565666,434378,"455139","493329","514888","608324","608686","664702","545350","543807",54.7251596470566,"null","null","null","null","null","null","null",10,"3","Slider",0,0,0,0,0,0,0,0,"Infield shift","Standard"
"CU","2019-08-21","79.6",-1.7613562054394,6.8495481730387,"Justin Verlander",500135,434378,"null","ball",,,,,14,"null","R","R","R","HOU","DET","B","null","null",0,1,2019,0.359333964507154,-0.784256070614766,0.796879278437953,1.23713790152098,"null","null","null",2,2,"Top","null","null",,,"455139",,"190822_002851",4.87674243113195,-115.691562634855,-4.06261060633613,2.20436488539438,21.802096218917,-38.489872211172,3.1937263985402353,1.486569255706101,"null","null","null",78.3,"2828",5.4,565666,434378,"455139","493329","514888","608324","608686","664702","545350","543807",55.0685160635745,"null","null","null","null","null","null","null",10,"2","Curveball",0,0,0,0,0,0,0,0,"Infield shift","Standard"
"CU","2019-08-21","77.8",-1.66366417715581,7.02279439389944,"Justin Verlander",500135,434378,"null","swinging_strike",,,,,14,"null","R","R","R","HOU","DET","S","null","null",0,0,2019,0.577285172152303,-1.07922526758868,0.51095490987885,0.563459134306765,"null","null","null",2,2,"Top","null","null",,,"455139",,"190822_002830",3.58238385022777,-112.949334500759,-4.81171655829917,4.02900601404875,23.9060479728991,-40.3880371400372,3.31,1.58,"null","null","null",76.4,"2769",5.8,565666,434378,"455139","493329","514888","608324","608686","664702","545350","543807",54.7105550865216,"null","null","null","null","null","null","null",10,"1","Curveball",0,0,0,0,0,0,0,0,"Infield shift","Standard"
"SL","2019-08-21","87.0",-1.72924779076426,7.079973667128,"Justin Verlander",608475,434378,"field_out","hit_into_play",,,,,5,"Dawel Lugo grounds out, third baseman Alex Bregman to first baseman Yuli Gurriel.  ","R","R","R","HOU","DET","X",5,"ground_ball",1,1,2019,0.358274755883272,0.683106894656424,0.127521782384659,2.77740900525778,"null","null","null",1,2,"Top","105.75","170.00",,,"455139",,"190822_002753",3.69855959648686,-126.542641644916,-5.48730260562695,3.06611556215941,24.7405661909484,-24.1085195718349,3.38,1.57,"9","94.5","-23.3",86.4,"2518",5.8,565666,434378,"455139","493329","514888","608324","608686","664702","545350","543807",54.685085787957,"0.118","0.110","0.00",1,0,0,2,9,"3","Slider",0,0,0,0,0,0,0,0,"Standard","Standard"
"FF","2019-08-21","93.7",-1.54494495841893,7.15513340035211,"Justin Verlander",608475,434378,"null","ball",,,,,11,"null","R","R","R","HOU","DET","B","null","null",0,1,2019,-0.841143870684314,1.82819643916865,-1.34089870000056,4.44689960014843,"null","null","null",1,2,"Top","null","null",,,"455139",,"190822_002727",2.3093508124784,-136.265166248124,-5.10113298094123,-10.7255294431737,31.7092370602553,-9.10790155087164,3.38,1.57,"null","null","null",92.4,"2536",5.7,565666,434378,"455139","493329","514888","608324","608686","664702","545350","543807",54.8329602777342,"null","null","null","null","null","null","null",9,"2","4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard"
"SL","2019-08-21","86.2",-1.801893255085,7.11515973776886,"Justin Verlander",608475,434378,"null","called_strike",,,,,5,"null","R","R","R","HOU","DET","S","null","null",0,0,2019,0.419261111063683,0.641394967540795,0.0471509018072533,2.44617320657073,"null","null","null",1,2,"Top","null","null",,,"455139",,"190822_002707",3.51559644596229,-125.320637361582,-6.0774170384203,3.66681519287598,23.2880490434382,-24.6714583380667,3.38,1.57,"null","null","null",85.2,"2693",5.5,565666,434378,"455139","493329","514888","608324","608686","664702","545350","543807",54.9598790930688,"null","null","null","null","null","null","null",9,"1","Slider",0,0,0,0,0,0,0,0,"Standard","Standard"
"SL","2019-08-21","86.3",-1.77216779143034,7.0940980959291,"Justin Verlander",605612,434378,"strikeout","foul_tip",,,,,14,"Harold Castro strikes out on a foul tip.  ","R","L","R","HOU","DET","S",2,"null",1,2,2019,0.577725355541907,0.365995300321036,1.29780802963835,1.8641515191989,"null","null","null",0,2,"Top","null","null",,,"455139",,"190822_002639",6.07012296962208,-125.333518355484,-6.8260181853207,4.71989994164778,25.1214202990312,-27.2958384300692,3.44,1.66,"null","null","null",85.1,"2696",5.6,565666,434378,"455139","493329","514888","608324","608686","664702","545350","543807",54.8944344738497,"null","null","0.00",1,0,0,"null",8,"4","Slider",0,0,0,0,0,0,0,0,"Infield shift","Strategic"
"SL","2019-08-21","86.0",-1.66588674394928,7.150584138748,"Justin Verlander",605612,434378,"null","ball",,,,,14,"null","R","L","R","HOU","DET","B","null","null",0,2,2019,0.576885751689719,0.31772655961297,1.71509854230288,0.138567227673977,"null","null","null",0,2,"Top","null","null",,,"455139",,"190822_002618",6.75675028810527,-124.526719304187,-10.7212187414497,4.3873554218822,26.506132490907,-26.9507769450056,3.44,1.66,"null","null","null",84.3,"2786",5.6,565666,434378,"455139","493329","514888","608324","608686","664702","545350","543807",54.880410074287,"null","null","null","null","null","null","null",8,"3","Slider",0,0,0,0,0,0,0,0,"Infield shift","Strategic"
"SL","2019-08-21","87.3",-1.63347538554229,7.11090648323754,"Justin Verlander",605612,434378,"null","foul",,,,,14,"null","R","L","R","HOU","DET","S","null","null",0,1,2019,0.0580003861611049,0.521077538551688,1.11359766581689,2.02559890551021,"null","null","null",0,2,"Top","null","null",,,"455139",,"190822_002557",6.40181172405151,-126.753994130185,-7.04561670682731,-0.604868869553722,24.1161769515237,-25.5586383275876,3.44,1.66,"6","null","null",86.3,"2527",5.6,565666,434378,"455139","493329","514888","608324","608686","664702","545350","543807",54.8533648116212,"null","null","null","null","null","null","null",8,"2","Slider",0,0,0,0,0,0,0,0,"Standard","Strategic"
"FF","2019-08-21","92.8",-1.69698947119545,7.14417237347245,"Justin Verlander",605612,434378,"null","called_strike",,,,,4,"null","R","L","R","HOU","DET","S","null","null",0,0,2019,-0.854918850661387,1.86695365131743,-0.395221291067086,2.3821256519828,"null","null","null",0,2,"Top","null","null",,,"455139",,"190822_002538",5.15693283035397,-134.707067320282,-10.36762396218,-11.4468948300556,28.8596880592041,-7.59018526767173,3.548969622191258,1.7915393291110533,"null","null","null",92.4,"2642",6.1,565666,434378,"455139","493329","514888","608324","608686","664702","545350","543807",54.3553439656752,"null","null","null","null","null","null","null",8,"1","4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Strategic"
"CU","2019-08-21","78.0",-1.73066561277569,6.97772353667089,"Justin Verlander",408234,434378,"field_out","hit_into_play",,,,,5,"Miguel Cabrera flies out to center fielder Jake Marisnick.  ","R","R","R","HOU","DET","X",8,"fly_ball",0,1,2019,0.885855789150539,-1.29213400771165,0.146262444606102,2.35900939456318,"null","null","null",2,1,"Top","139.44","48.50",,,"455139",,"190822_001410",2.42289924265509,-113.310877453427,-0.708104206490723,6.774407383364,22.2652722438987,-42.9149753138839,3.44,1.66,"359","97.0","36.7",75.9,"2912",5,565666,434378,"455139","493329","514888","608324","608686","664702","545350","543807",55.4794711709068,"0.150","0.303","0.00",1,0,0,3,3,"2","Curveball",0,0,0,0,0,0,0,0,"Standard","Standard"
"FF","2019-08-21","94.7",-1.41768697960148,7.15281960911949,"Justin Verlander",408234,434378,"null","foul",,,,,5,"null","R","R","R","HOU","DET","S","null","null",0,0,2019,-1.03249376486368,1.7684391781866,0.131980492703763,2.68691937153103,"null","null","null",2,1,"Top","null","null",,,"455139",,"190822_001341",6.31782006275044,-137.360034816393,-9.81433998075117,-14.4470850743752,32.1128592525643,-7.89618205250865,3.52,1.74,"null","null","null",94.1,"2726",6.3,565666,434378,"455139","493329","514888","608324","608686","664702","545350","543807",54.2430564623639,"null","null","null","null","null","null","null",3,"1","4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard"
"SL","2019-08-21","87.5",-1.76722983006115,7.11686574898535,"Justin Verlander",641513,434378,"field_out","hit_into_play",,,,,6,"Travis Demeritte pops out to shortstop Jack Mayfield.  ","R","R","R","HOU","DET","X",6,"popup",0,1,2019,0.50822593993596,0.681623653469174,0.482674598983629,2.52684727230791,"null","null","null",1,1,"Top","92.04","142.06",,,"455139",,"190822_001305",4.35643472453861,-127.213206133909,-6.25196973833723,4.55017449528534,25.4760611057992,-23.8864096729566,3.51,1.63,"null","80.0","69.0",86.7,"2673",5.8,565666,434378,"455139","493329","514888","608324","608686","664702","545350","543807",54.6984720101867,"0.002","0.000","0.00",1,0,0,3,2,"2","Slider",0,0,0,0,0,0,0,0,"Standard","Standard"
"FF","2019-08-21","94.6",-1.55224578141684,7.18237889262675,"Justin Verlander",641513,434378,"null","swinging_strike",,,,,12,"null","R","R","R","HOU","DET","S","null","null",0,0,2019,-0.876141660554769,1.72825082039606,0.132965062588205,3.91426773703811,"null","null","null",1,1,"Top","null","null",,,"455139",,"190822_001242",6.33705391874684,-137.456718979428,-6.62811856843728,-12.5284707914247,32.5731857984828,-9.08437034459706,3.51,1.63,"null","null","null",94.2,"2683",6.3,565666,434378,"455139","493329","514888","608324","608686","664702","545350","543807",54.1991828330848,"null","null","null","null","null","null","null",2,"1","4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard"
"FF","2019-08-21","95.2",-1.62293616496363,7.05246108121723,"Justin Verlander",622682,434378,"strikeout","swinging_strike",,,,,11,"Victor Reyes strikes out swinging.  ","R","L","R","HOU","DET","S",2,"null",1,2,2019,-0.878561910908235,1.90605328135399,-0.679283739176285,4.13710866722864,"null","null","null",0,1,"Top","null","null",,,"455139",,"190822_001206",4.32500495592038,-138.26829630999,-6.02060859000749,-11.9452982889321,32.8318469474753,-7.32784904877131,3.62,1.74,"null","null","null",93.6,"2676",5.6,565666,434378,"455139","493329","514888","608324","608686","664702","545350","543807",54.9229079865096,"null","null","0.00",1,0,0,"null",1,"4","4-Seam Fastball",0,0,0,0,0,0,0,0,"Infield shift","Standard"
"FF","2019-08-21","94.7",-1.45038859590821,7.1215383872619,"Justin Verlander",622682,434378,"null","foul",,,,,6,"null","R","L","R","HOU","DET","S","null","null",1,1,2019,-0.914870020029569,1.86206365097093,0.513643401294083,2.61378475925656,"null","null","null",0,1,"Top","null","null",,,"455139",,"190822_001141",7.05433988345217,-137.273392426578,-10.0159423719975,-12.9607385187147,30.9693017115752,-7.01648271877451,3.62,1.74,"null","null","null",93.6,"2638",5.9,565666,434378,"455139","493329","514888","608324","608686","664702","545350","543807",54.5990112892813,"null","null","null","null","null","null","null",1,"3","4-Seam Fastball",0,0,0,0,0,0,0,0,"Infield shift","Standard"
"FF","2019-08-21","93.6",-1.53081154531518,7.15647575439715,"Justin Verlander",622682,434378,"null","ball",,,,,11,"null","R","L","R","HOU","DET","B","null","null",0,1,2019,-0.966258084589981,1.68665777830341,-1.0958174992247,3.10053903312221,"null","null","null",0,1,"Top","null","null",,,"455139",,"190822_001117",3.18308682824005,-136.008319120479,-8.29194034631439,-12.489324542849,29.4209278963757,-10.0178639857844,3.7064305633558305,1.8040299952492163,"null","null","null",92.8,"2636",5.9,565666,434378,"455139","493329","514888","608324","608686","664702","545350","543807",54.6368630084089,"null","null","null","null","null","null","null",1,"2","4-Seam Fastball",0,0,0,0,0,0,0,0,"Infield shift","Standard"
"FF","2019-08-21","93.0",-1.70210530157954,7.13915749737727,"Justin Verlander",622682,434378,"null","called_strike",,,,,11,"null","R","L","R","HOU","DET","S","null","null",0,0,2019,-0.930155564302416,1.85537163312465,-0.868660775673719,3.16440136714252,"null","null","null",0,1,"Top","null","null",,,"455139",,"190822_001103",4.10799372530855,-135.031646067208,-8.31740192343613,-12.1137570755452,29.662982508309,-8.22118062986711,3.6838964927485875,1.8265313687040958,"null","null","null",92.2,"2624",5.9,565666,434378,"455139","493329","514888","608324","608686","664702","545350","543807",54.5520610285725,"null","null","null","null","null","null","null",1,"1","4-Seam Fastball",0,0,0,0,0,0,0,0,"Infield shift","Standard"
"CU","2019-08-16","78.2",-1.80096129284932,6.90133579924279,"Justin Verlander",572039,434378,"field_out","hit_into_play",,,,,6,"Stephen Piscotty flies out to center fielder George Springer.  ","R","R","R","OAK","HOU","X",8,"fly_ball",0,0,2019,0.832735758695658,-0.856627533509916,0.472146413829292,2.52686729007783,"null","null",592192,2,7,"Bot","151.26","55.89",,,"455139",,"190817_042009",3.36578390597238,-113.825100150353,-1.04297911305716,6.4504444529167,20.4293066293255,-39.4932877886192,3.4518081894655666,1.5799999999947723,"365","97.5","33.5",77.3,"2789",5.6,566145,434378,"455139","493329","514888","608324","621043","488726","543807","502210",54.9370283230545,"0.312","0.595","0.00",1,0,0,5,54,"1","Curveball",2,2,2,2,2,2,2,2,"Standard","Strategic"
"CU","2019-08-16","80.1",-1.93315604705383,6.87905613026739,"Justin Verlander",592192,434378,"single","hit_into_play_no_out",,,,,6,"Mark Canha singles on a ground ball to center fielder George Springer.  ","R","R","R","OAK","HOU","X",8,"ground_ball",0,1,2019,0.800718003220147,-1.16944772171357,0.691820901692302,2.37010016070983,"null","null","null",2,7,"Bot","127.03","100.71",,,"455139",,"190817_041909",4.25366022817792,-116.36604120559,-1.05396940812309,6.11805165437961,23.3148021918049,-42.4322654969836,3.3464710167659355,1.6199999999899966,"29","88.7","-1.8",78.3,"2795",5.3,566145,434378,"455139","493329","514888","608324","621043","488726","543807","502210",55.2451870688329,"0.258","0.248","0.90",1,1,0,2,53,"2","Curveball",2,2,2,2,2,2,2,2,"Standard","Standard"
"CU","2019-08-16","79.8",-1.90197915351325,6.89918663301494,"Justin Verlander",592192,434378,"null","called_strike",,,,,9,"null","R","R","R","OAK","HOU","S","null","null",0,0,2019,0.562274441674841,-1.03622931338353,0.562952004402093,1.50319456873627,"null","null","null",2,7,"Bot","null","null",,,"455139",,"190817_041835",4.31009009851503,-115.903620409111,-3.18803651530352,4.049094875742,21.789465021042,-40.8084308159853,3.3101909154925764,1.537628562240421,"null","null","null",78,"2806",5.1,566145,434378,"455139","493329","514888","608324","621043","488726","543807","502210",55.3550517375726,"null","null","null","null","null","null","null",53,"1","Curveball",2,2,2,2,2,2,2,2,"Standard","Standard"
"SL","2019-08-16","89.0",-1.71073670775232,7.01286228302433,"Justin Verlander",501981,434378,"strikeout","swinging_strike",,,,,14,"Khris Davis strikes out swinging.  ","R","R","R","OAK","HOU","S",2,"null",2,2,2019,0.226768389501199,0.838590656079129,0.62861488096161,0.852605609117721,"null","null","null",1,7,"Bot","null","null",,,"455139",,"190817_041803",5.20752958851089,-129.125202315053,-10.6810229605357,1.51943044877125,24.383367874976,-21.1234789425475,3.5289172162099405,1.5499999999975032,"null","null","null",88.2,"2654",5.8,566145,434378,"455139","493329","514888","608324","621043","488726","543807","502210",54.7286867885059,"null","null","0.00",1,0,0,"null",52,"5","Slider",2,2,2,2,2,2,2,2,"Standard","Standard"
"SL","2019-08-16","89.0",-1.79051781134377,6.96893560374487,"Justin Verlander",501981,434378,"null","ball",,,,,14,"null","R","R","R","OAK","HOU","B","null","null",1,2,2019,0.341661953536305,0.812666032932123,1.57723125482559,1.76001328389624,"null","null","null",1,7,"Bot","null","null",,,"455139",,"190817_041743",7.45827821287376,-129.145060768834,-8.29505875236757,2.29680146229938,25.2281144592454,-21.8580356443994,3.569739662699984,1.7365265745412657,"null","null","null",88,"2684",5.7,566145,434378,"455139","493329","514888","608324","621043","488726","543807","502210",54.8041758631005,"null","null","null","null","null","null","null",52,"4","Slider",2,2,2,2,2,2,2,2,"Standard","Standard"
"FF","2019-08-16","94.2",-1.42965544855907,7.12203173867477,"Justin Verlander",501981,434378,"null","called_strike",,,,,8,"null","R","R","R","OAK","HOU","S","null","null",1,1,2019,-0.868264142138297,1.77640159780152,-0.0574771544228385,1.58848905443423,"null","null","null",1,7,"Bot","null","null",,,"455139",,"190817_041722",5.42476293047927,-136.578393263571,-12.4159652366291,-11.9542400934873,30.549019273962,-7.65527322543883,3.5316240130806733,1.689890176739972,"null","null","null",93.4,"2596",6.1,566145,434378,"455139","493329","514888","608324","621043","488726","543807","502210",54.4442880193348,"null","null","null","null","null","null","null",52,"3","4-Seam Fastball",2,2,2,2,2,2,2,2,"Standard","Standard"
"FF","2019-08-16","95.3",-1.43443508125592,7.05470636376286,"Justin Verlander",501981,434378,"null","ball",,,,,14,"null","R","R","R","OAK","HOU","B","null","null",0,1,2019,-0.860271833364397,1.90382411339168,0.921434621809631,2.48887098713274,"null","null","null",1,7,"Bot","null","null",,,"455139",,"190817_041701",8.02756622829843,-138.11252088288,-10.4118259123909,-12.741343050626,32.8145348109228,-5.97004598845417,3.527941034364403,1.7022127271013225,"null","null","null",94.2,"2593",6,566145,434378,"455139","493329","514888","608324","621043","488726","543807","502210",54.4627129783771,"null","null","null","null","null","null","null",52,"2","4-Seam Fastball",2,2,2,2,2,2,2,2,"Standard","Standard"
"SL","2019-08-16","87.3",-1.69629880749794,7.03293422853828,"Justin Verlander",501981,434378,"null","called_strike",,,,,9,"null","R","R","R","OAK","HOU","S","null","null",0,0,2019,0.393387824151225,0.852177119525879,0.780682546987417,2.04162866329541,"null","null","null",1,7,"Bot","null","null",,,"455139",,"190817_041642",5.11655569291711,-126.877162146911,-7.52781809823984,3.21609921555851,24.1975746749682,-21.8829653020216,3.569257358167654,1.7484745837861695,"null","null","null",86.7,"2598",5.8,566145,434378,"455139","493329","514888","608324","621043","488726","543807","502210",54.6755152347219,"null","null","null","null","null","null","null",52,"1","Slider",2,2,2,2,2,2,2,2,"Standard","Standard"
"FF","2019-08-16","93.5",-1.63133708378653,7.07084455989671,"Justin Verlander",621566,434378,"field_out","hit_into_play",,,,,8,"Matt Olson flies out to left fielder Michael Brantley.  ","R","L","R","OAK","HOU","X",7,"fly_ball",1,0,2019,-0.807847941173811,1.99029414772025,0.201475603393677,1.88479005968828,"null","null","null",0,7,"Bot","101.43","102.36",,,"455139",,"190817_041613",6.46094389147359,-135.490755556668,-11.8247172244277,-11.3746831310039,32.2850897511166,-5.36682762943876,3.4700000000069053,1.6400000000068147,"239","80.5","47.4",92.6,"2506",6.2,566145,434378,"455139","493329","514888","608324","621043","488726","543807","502210",54.2797678396275,"0.030","0.039","0.00",1,0,0,3,51,"2","4-Seam Fastball",2,2,2,2,2,2,2,2,"Infield shift","Standard"
"FF","2019-08-16","93.1",-1.56630233661163,7.11532403324951,"Justin Verlander",621566,434378,"null","ball",,,,,12,"null","R","L","R","OAK","HOU","B","null","null",0,0,2019,-0.938779065337247,1.9763775071788,0.422105912079914,3.99528290992015,"null","null","null",0,7,"Bot","null","null",,,"455139",,"190817_041544",7.07596347413036,-135.149166952081,-6.38185841874171,-12.964101991946,32.380190363952,-7.1784068880931,3.5645332236598364,1.7903043813557247,"null","null","null",92,"2592",6,566145,434378,"455139","493329","514888","608324","621043","488726","543807","502210",54.5262457120747,"null","null","null","null","null","null","null",51,"1","4-Seam Fastball",2,2,2,2,2,2,2,2,"Infield shift","Standard"
"FF","2019-08-16","96.1",-1.52977841821408,7.00566140976711,"Justin Verlander",656305,434378,"strikeout","called_strike",,,,,6,"Matt Chapman called out on strikes.  ","R","R","R","OAK","HOU","S",2,"null",0,2,2019,-0.840289535997999,1.53877739847841,0.644505164090195,2.75101930738733,"null","null","null",2,6,"Bot","null","null",,,"455139",,"190817_035849",7.66259829004181,-139.622234153833,-9.19170819472163,-12.6473973764367,28.7701827132107,-10.2059792212577,3.4299999999869506,1.6638018281905111,"null","null","null",96.4,"2593",6.4,566145,434378,"455139","493329","514888","608324","621043","488726","543807","502210",54.1199114749497,"null","null","0.00",1,0,0,"null",46,"4","4-Seam Fastball",2,2,2,2,2,2,2,2,"Standard","Standard"
"FF","2019-08-16","95.6",-1.49777422420032,6.97479697218587,"Justin Verlander",656305,434378,"null","foul",,,,,3,"null","R","R","R","OAK","HOU","S","null","null",0,2,2019,-0.927066650442383,1.64583233834368,0.369271671417965,3.16181476962414,"null","null","null",2,6,"Bot","null","null",,,"455139",,"190817_035821",6.98057095595453,-138.914745860339,-8.09349824346931,-13.500956820442,30.4637970719595,-9.36436487632338,3.4299999999988557,1.6537062256654025,"null","null","null",95.5,"2572",6.2,566145,434378,"455139","493329","514888","608324","621043","488726","543807","502210",54.2653021048795,"null","null","null","null","null","null","null",46,"3","4-Seam Fastball",2,2,2,2,2,2,2,2,"Strategic","Standard"
"CU","2019-08-16","79.6",-1.82676509053177,6.83603386452717,"Justin Verlander",656305,434378,"null","foul",,,,,5,"null","R","R","R","OAK","HOU","S","null","null",0,1,2019,0.623327638052958,-0.896620017991207,-0.216044927408611,2.58702386488993,"null","null","null",2,6,"Bot","null","null",,,"455139",,"190817_035755",2.36468126365376,-115.714895340877,-1.01398506965949,4.94831689484379,19.9752287095285,-39.9714461712052,3.4300000000138553,1.6447538676469478,"66","null","null",77.8,"2903",4.9,566145,434378,"455139","493329","514888","608324","621043","488726","543807","502210",55.5942714030207,"null","null","null","null","null","null","null",46,"2","Curveball",2,2,2,2,2,2,2,2,"Strategic","Standard"
"FF","2019-08-16","95.2",-1.62638174165458,7.05557676979618,"Justin Verlander",656305,434378,"null","swinging_strike",,,,,5,"null","R","R","R","OAK","HOU","S","null","null",0,0,2019,-0.957045944829048,1.8105450260007,-0.169713824907837,2.52706716750218,"null","null","null",2,6,"Bot","null","null",,,"455139",,"190817_035729",5.8758567415601,-138.060675190052,-10.0878759746563,-13.3782861930774,31.4589089327802,-7.34082468463293,3.4299999999941235,1.6678657285043386,"null","null","null",94.2,"2572",5.9,566145,434378,"455139","493329","514888","608324","621043","488726","543807","502210",54.5673683524296,"null","null","null","null","null","null","null",46,"1","4-Seam Fastball",2,2,2,2,2,2,2,2,"Strategic","Standard"
