"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment"
"FF","2019-07-19","95.2",-1.91924865029114,6.99371428970609,"Justin Verlander",425772,434378,"null","foul",,,,,12,"null","R","R","R","HOU","TEX","S","null","null",0,1,2019,-0.801798715807579,1.71177027883981,0.876627881524544,2.97321150144364,452254,452678,"null",2,2,"Top","null","null",,,"455139",,"190720_004223",8.93645756078069,-138.033684212347,-8.46244386940994,-11.9854887031927,30.9357038922897,-9.21996873797885,3.37,1.53,"124","null","null",93.7,"2627",5.6,565653,434378,"455139","493329","514888","608324","664702","643393","545350","543807",54.8938086811257,"null","null","null","null","null","null","null",13,"2","4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard"
"FF","2019-07-19","94.8",-1.96765635611542,7.05447580582524,"Justin Verlander",425772,434378,"null","called_strike",,,,,12,"null","R","R","R","HOU","TEX","S","null","null",0,0,2019,-0.883867440454866,1.68891261360837,0.897125533289315,2.37679950129936,452254,452678,"null",2,2,"Top","null","null",,,"455139",,"190720_004138",9.2440823480913,-137.251129791425,-10.0045027545404,-12.9326841713775,30.1544258033635,-9.39439363731383,2.988732975333278,1.4966495118509826,"null","null","null",93.2,"2547",5.6,565653,434378,"455139","493329","514888","608324","664702","643393","545350","543807",54.8657324179595,"null","null","null","null","null","null","null",13,"1","4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard"
"CU","2019-07-19","78.0",-2.06292695327118,6.97581216291424,"Justin Verlander",452678,434378,"double","hit_into_play_no_out",,,,,13,"Asdrubal Cabrera doubles (13) on a line drive to left fielder Tony Kemp.   Hunter Pence to 3rd.  ","R","L","R","HOU","TEX","X",7,"line_drive",0,0,2019,0.446492661714097,-0.689746106821682,-0.829886423753723,2.18816506909494,"null","null",452254,2,2,"Top","42.75","98.17",,,"455139",,"190720_004029",1.82889258481952,-113.501416947947,-2.14247365665436,3.39950643871692,21.2258727790563,-37.817086847184,3.38,1.63,"309","94.1","22.2",76.8,"2754",5.5,565653,434378,"455139","493329","514888","608324","664702","643393","545350","543807",54.9958394800457,"0.190","0.226","1.25",1,1,1,3,12,"1","Curveball",0,0,0,0,0,0,0,0,"Infield shift","Standard"
"SL","2019-07-19","87.1",-1.8831573281207,7.00501256335966,"Justin Verlander",596059,434378,"strikeout","foul_tip",,,,,9,"Rougned Odor strikes out on a foul tip.  ","R","L","R","HOU","TEX","S",2,"null",0,2,2019,0.323856287574782,0.5169860292213,0.614698875412651,1.82281528816888,"null","null",452254,1,2,"Top","null","null",,,"455139",,"190720_003943",5.28100142198964,-126.464326389072,-7.19130793870394,2.30666385563169,26.1590558648171,-25.5096551571182,3.044755234595769,1.3499999999944663,"null","null","null",86,"2412",5.7,565653,434378,"455139","493329","514888","608324","664702","643393","545350","543807",54.7528332136857,"null","null","0.00",1,0,0,"null",11,"4","Slider",0,0,0,0,0,0,0,0,"Infield shift","Standard"
"CU","2019-07-19","78.6",-1.83743802662259,6.98221961904951,"Justin Verlander",596059,434378,"null","foul",,,,,4,"null","R","L","R","HOU","TEX","S","null","null",0,2,2019,0.403645274282415,-1.13609145320232,-0.397118162886453,1.9506233755531,"null","null",452254,1,2,"Top","null","null",,,"455139",,"190720_003852",2.35240377939733,-114.230098662117,-1.97098927715621,2.92612907123461,22.1441758234291,-41.6000150661541,3.09,1.35,"null","null","null",76.8,"2791",5.2,565653,434378,"455139","493329","514888","608324","664702","643393","545350","543807",55.3112865298788,"null","null","null","null","null","null","null",11,"3","Curveball",0,0,0,0,0,0,0,0,"Infield shift","Standard"
"FF","2019-07-19","95.0",-1.94722655410461,6.97269051679678,"Justin Verlander",596059,434378,"null","foul",,,,,11,"null","R","L","R","HOU","TEX","S","null","null",0,1,2019,-0.857801951362797,1.70869467613395,-0.15580923493575,3.52893723186816,"null","null",452254,1,2,"Top","null","null",,,"455139",,"190720_003821",6.48035535431272,-137.984683038562,-7.00272843237134,-12.1408761860913,29.9345891242764,-9.51271475101662,3.09,1.35,"230","null","null",93.9,"2562",5.7,565653,434378,"455139","493329","514888","608324","664702","643393","545350","543807",54.7905089549135,"null","null","null","null","null","null","null",11,"2","4-Seam Fastball",0,0,0,0,0,0,0,0,"Infield shift","Standard"
"CU","2019-07-19","77.8",-2.11318784874614,6.98439991204457,"Justin Verlander",596059,434378,"null","called_strike",,,,,6,"null","R","L","R","HOU","TEX","S","null","null",0,0,2019,0.458829582676854,-0.536526526086077,0.615770975976124,2.49212877512347,"null","null",452254,1,2,"Top","null","null",,,"455139",,"190720_003755",4.95985642111875,-113.056642258949,-1.75162623405361,2.94354414672923,20.2372269066222,-36.5920297385782,3.035704823001879,1.3500000000118888,"null","null","null",76.7,"2823",5.5,565653,434378,"455139","493329","514888","608324","664702","643393","545350","543807",54.9538209074574,"null","null","null","null","null","null","null",11,"1","Curveball",0,0,0,0,0,0,0,0,"Infield shift","Standard"
"FF","2019-07-19","95.0",-1.98595704227889,6.898268335171,"Justin Verlander",608577,434378,"strikeout","called_strike",,,,,4,"Nomar Mazara called out on strikes.  ","R","L","R","HOU","TEX","S",2,"null",1,2,2019,-0.883954739394024,1.68331880336942,-0.470286373817504,2.41249314286998,"null","null",452254,0,2,"Top","null","null",,,"455139",,"190720_003708",5.84651230940355,-137.938796554627,-9.67731977969222,-12.3736429490086,29.8695182669283,-9.1604749816973,3.3115666035506592,1.649999999999281,"null","null","null",94.1,"2540",5.8,565653,434378,"455139","493329","514888","608324","664702","643393","545350","543807",54.6552624396622,"null","null","0.00",1,0,0,"null",10,"4","4-Seam Fastball",0,0,0,0,0,0,0,0,"Infield shift","Standard"
"FF","2019-07-19","94.0",-1.93566365778835,6.90668741806191,"Justin Verlander",608577,434378,"null","swinging_strike",,,,,4,"null","R","L","R","HOU","TEX","S","null","null",1,1,2019,-0.878277439185273,1.75447201817298,-0.650686572190166,2.69361123675322,"null","null",452254,0,2,"Top","null","null",,,"455139",,"190720_003645",5.24994624070522,-136.479048421027,-9.02254950748116,-12.0849262064156,29.7496701872115,-8.57008473491417,3.3742010651254404,1.6499999999957637,"null","null","null",93.8,"2499",6.2,565653,434378,"455139","493329","514888","608324","664702","643393","545350","543807",54.2549386626477,"null","null","null","null","null","null","null",10,"3","4-Seam Fastball",0,0,0,0,0,0,0,0,"Infield shift","Standard"
"SL","2019-07-19","86.0",-1.93979843963417,7.01315312345361,"Justin Verlander",608577,434378,"null","called_strike",,,,,3,"null","R","L","R","HOU","TEX","S","null","null",1,0,2019,0.457413976546848,0.50399123288872,0.295645729969456,3.03278806435566,"null","null",452254,0,2,"Top","null","null",,,"455139",,"190720_003601",4.34422096184059,-125.155718627003,-4.17904065807009,3.8925776528625,23.5589437403679,-26.4324275844336,3.3026612859550397,1.649999999990257,"null","null","null",85.2,"2544",5.6,565653,434378,"455139","493329","514888","608324","664702","643393","545350","543807",54.8738494789122,"null","null","null","null","null","null","null",10,"2","Slider",0,0,0,0,0,0,0,0,"Infield shift","Standard"
"SL","2019-07-19","83.8",-2.21076610891717,7.00780300791826,"Justin Verlander",608577,434378,"null","ball",,,,,14,"null","R","L","R","HOU","TEX","B","null","null",0,0,2019,0.513925039600934,0.392776609664348,0.195926253966267,1.25908598106023,"null","null",452254,0,2,"Top","null","null",,,"455139",,"190720_003542",4.50554716617923,-121.719576521608,-7.50743253301719,4.11933671072371,23.3437483007634,-27.1735374482094,3.302665005552683,1.6500000000105715,"null","null","null",82.7,"2439",5.6,565653,434378,"455139","493329","514888","608324","664702","643393","545350","543807",54.9101704591124,"null","null","null","null","null","null","null",10,"1","Slider",0,0,0,0,0,0,0,0,"Infield shift","Standard"
"FF","2019-07-19","93.2",-1.94266492651708,7.00077839289281,"Justin Verlander",452254,434378,"single","hit_into_play_no_out",,,,,12,"Hunter Pence singles on a line drive to center fielder Jake Marisnick.  ","R","R","R","HOU","TEX","X",8,"line_drive",0,0,2019,-0.934119763968831,1.6828407223321,0.911665876520748,3.0714677793656,"null","null","null",0,2,"Top","161.97","73.21",,,"455139",,"190720_003458",9.23126460734037,-135.103863229905,-7.83873723010781,-13.2095546575698,28.3828548358531,-10.455442465804,3.47,1.7,"267","97.3","13.6",92.2,"2453",5.9,565653,434378,"455139","493329","514888","608324","664702","643393","545350","543807",54.6496763958516,"0.828","0.811","0.90",1,1,0,4,9,"1","4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Strategic"
"SL","2019-07-19","86.5",-1.75512469903528,7.01565842322099,"Justin Verlander",608336,434378,"strikeout","swinging_strike",,,,,2,"Joey Gallo strikes out swinging.  ","R","L","R","HOU","TEX","S",2,"null",1,2,2019,0.174488903119405,0.32595543369602,0.0986680763716289,3.12449258982709,"null",542454,"null",2,1,"Top","null","null",,,"455139",,"190720_002045",4.04346940932116,-125.909239404758,-3.73500245994128,1.05773527307893,24.2141908545522,-28.2513162598021,3.399039576237982,1.6300000000039958,"null","null","null",86.1,"2699",5.9,565653,434378,"455139","493329","514888","608324","664702","643393","545350","543807",54.5762787547023,"null","null","0.00",1,0,0,"null",4,"4","Slider",0,0,0,0,0,0,0,0,"Infield shift","Strategic"
"SL","2019-07-19","86.1",-1.82324453092358,7.00052567630883,"Justin Verlander",608336,434378,"null","swinging_strike",,,,,14,"null","R","L","R","HOU","TEX","S","null","null",1,1,2019,0.0248356562494526,0.341811033787445,0.727577691120954,1.49684776622457,"null",542454,"null",2,1,"Top","null","null",,,"455139",,"190720_002014",5.95328202424832,-125.06610091516,-7.41720074037981,-0.956434099256851,25.4843908078426,-27.36882745272,3.3361682540418442,1.6299999999993133,"null","null","null",85.4,"2573",5.9,565653,434378,"455139","493329","514888","608324","664702","643393","545350","543807",54.5651158255781,"null","null","null","null","null","null","null",4,"3","Slider",0,0,0,0,0,0,0,0,"Infield shift","Strategic"
"FF","2019-07-19","94.7",-1.93639235690722,6.87646476898638,"Justin Verlander",608336,434378,"null","swinging_strike",,,,,6,"null","R","L","R","HOU","TEX","S","null","null",1,0,2019,-1.0547856291411,1.72191918858088,0.321834755567326,2.32099577179469,"null",542454,"null",2,1,"Top","null","null",,,"455139",,"190720_001943",8.13407857595305,-137.250174434363,-9.81280829135865,-15.0317663695447,33.3408251921197,-8.73411609162299,3.4170722406834173,1.630000000002937,"null","null","null",93.4,"2530",6,565653,434378,"455139","493329","514888","608324","664702","643393","545350","543807",54.5350343946131,"null","null","null","null","null","null","null",4,"2","4-Seam Fastball",0,0,0,0,0,0,0,0,"Infield shift","Strategic"
"SL","2019-07-19","85.9",-1.92715811677332,7.00043356515414,"Justin Verlander",608336,434378,"null","ball",,,,,12,"null","R","L","R","HOU","TEX","B","null","null",0,0,2019,0.5175489655357,0.352482902687032,0.337632640547102,3.66863124430029,"null",542454,"null",2,1,"Top","null","null",,,"455139",,"190720_001923",4.28867803756487,-124.959737907764,-2.31092906471196,4.43884044721389,24.8907375199762,-28.3573527513681,3.4350373809000203,1.6299999999898844,"null","null","null",84.9,"2555",5.6,565653,434378,"455139","493329","514888","608324","664702","643393","545350","543807",54.8650006120112,"null","null","null","null","null","null","null",4,"1","Slider",0,0,0,0,0,0,0,0,"Infield shift","Standard"
"SL","2019-07-19","87.8",-1.89712349060351,7.00572885159864,"Justin Verlander",462101,434378,"strikeout","swinging_strike",,,,,14,"Elvis Andrus strikes out swinging.  ","R","R","R","HOU","TEX","S",2,"null",2,2,2019,0.309348116378518,0.349023616610955,0.856288752120135,1.35694460070204,"null",542454,"null",1,1,"Top","null","null",,,"455139",,"190720_001844",5.96773803604374,-127.478306405469,-8.1571173832745,2.11781387629437,25.5508441588765,-27.0372640073487,2.924433585498022,1.3900000000078734,"null","null","null",86.9,"2603",5.8,565653,434378,"455139","493329","514888","608324","664702","643393","545350","543807",54.7051544358788,"null","null","0.00",1,0,0,"null",3,"7","Slider",0,0,0,0,0,0,0,0,"Standard","Standard"
"SL","2019-07-19","85.9",-1.73316751569514,7.03434690521194,"Justin Verlander",462101,434378,"null","foul",,,,,14,"null","R","R","R","HOU","TEX","S","null","null",2,2,2019,0.414305504383563,0.267550752872189,0.678065775321268,1.10843487106705,"null",542454,"null",1,1,"Top","null","null",,,"455139",,"190720_001754",4.83987166135796,-124.830670633007,-8.22774909431429,3.30442860948787,24.6937948670859,-28.0303455578682,3.14,1.39,"null","null","null",85.2,"2438",5.9,565653,434378,"455139","493329","514888","608324","664702","643393","545350","543807",54.6479849847728,"null","null","null","null","null","null","null",3,"6","Slider",0,0,0,0,0,0,0,0,"Standard","Standard"
"SL","2019-07-19","87.4",-1.78940152377824,6.98624728075594,"Justin Verlander",462101,434378,"null","foul",,,,,9,"null","R","R","R","HOU","TEX","S","null","null",2,2,2019,0.616862562391103,0.52752570461282,0.544445346265371,1.32915903359932,"null",542454,"null",1,1,"Top","null","null",,,"455139",,"190720_001719",4.33707839953457,-126.93618062806,-8.47149725903757,5.69921851544147,26.017537078915,-25.0360451764658,3.14,1.39,"null","null","null",86.8,"2518",6,565653,434378,"455139","493329","514888","608324","664702","643393","545350","543807",54.4895729530092,"null","null","null","null","null","null","null",3,"5","Slider",0,0,0,0,0,0,0,0,"Standard","Standard"
"SL","2019-07-19","86.9",-1.9602728365362,6.94671082776942,"Justin Verlander",462101,434378,"null","blocked_ball",,,,,14,"null","R","R","R","HOU","TEX","B","null","null",1,2,2019,0.352878608550636,0.35537526203099,1.02185346850897,-0.238464766505742,"null",542454,"null",1,1,"Top","null","null",,,"455139",,"190720_001648",6.37586507584565,-125.967808671424,-11.661466122281,2.57531246597511,23.0793766547825,-26.4752182979131,2.906476847350717,1.3900000000119732,"null","null","null",86.5,"2357",6,565653,434378,"455139","493329","514888","608324","664702","643393","545350","543807",54.4528010291845,"null","null","null","null","null","null","null",3,"4","Slider",0,0,0,0,0,0,0,0,"Standard","Standard"
"SL","2019-07-19","86.8",-1.91693980105822,6.97270382606996,"Justin Verlander",462101,434378,"null","blocked_ball",,,,,14,"null","R","R","R","HOU","TEX","B","null","null",0,2,2019,-0.00131016869318095,0.187868857248682,1.48258701082136,0.464190539542915,"null",542454,"null",1,1,"Top","null","null",,,"455139",,"190720_001620",8.03122642851609,-125.702525259048,-9.53347894984874,-1.76893226916038,27.4743991700414,-28.4027735357988,2.915578173662233,1.3899999999884756,"null","null","null",85.4,"2562",5.9,565653,434378,"455139","493329","514888","608324","664702","643393","545350","543807",54.6423401287509,"null","null","null","null","null","null","null",3,"3","Slider",0,0,0,0,0,0,0,0,"Standard","Standard"
"FF","2019-07-19","93.3",-2.12395943790496,6.98250576609811,"Justin Verlander",462101,434378,"null","called_strike",,,,,4,"null","R","R","R","HOU","TEX","S","null","null",0,1,2019,-0.951668575628587,1.31900290638107,-0.692015457154957,2.47463639712683,"null",542454,"null",1,1,"Top","null","null",,,"455139",,"190720_001550",5.69935131215485,-135.418664017387,-8.60288858094258,-12.804038000655,29.3276984568043,-14.5063762609954,3.3465124753987325,1.390000000008591,"null","null","null",92.6,"2517",6,565653,434378,"455139","493329","514888","608324","664702","643393","545350","543807",54.5051401083993,"null","null","null","null","null","null","null",3,"2","4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard"
"SL","2019-07-19","84.4",-2.10867192839581,6.98384483968092,"Justin Verlander",462101,434378,"null","swinging_strike",,,,,14,"null","R","R","R","HOU","TEX","S","null","null",0,0,2019,0.108734887549715,0.0858899957039426,0.218954977847601,1.22192445985364,"null",542454,"null",1,1,"Top","null","null",,,"455139",,"190720_001526",5.15140629371515,-122.524382904711,-7.0748357708972,-0.00569881752600928,25.6584388850583,-30.0970127830753,2.9425063436977226,1.3899999999953607,"null","null","null",83.4,"2459",5.9,565653,434378,"455139","493329","514888","608324","664702","643393","545350","543807",54.6036701186615,"null","null","null","null","null","null","null",3,"1","Slider",0,0,0,0,0,0,0,0,"Standard","Standard"
"FF","2019-07-19","94.5",-1.99698458583815,6.95942603722705,"Justin Verlander",542454,434378,"double","hit_into_play_no_out",,,,,1,"Danny Santana doubles (15) on a fly ball to left fielder Tony Kemp.  ","R","L","R","HOU","TEX","X",7,"fly_ball",3,1,2019,-0.857274832759983,1.50656513552304,-0.673345841904695,2.92711494946559,"null","null","null",1,1,"Top","34.86","93.00",,,"455139",,"190720_001431",5.27728161291151,-137.247952871651,-8.05321065417474,-11.8224442554241,28.9094503309527,-11.8797918429442,3.26,1.55,"329","90.3","35.1",93.9,"2432",5.9,565653,434378,"455139","493329","514888","608324","664702","643393","545350","543807",54.5763085735856,"0.052","0.105","1.25",1,1,1,3,2,"5","4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard"
"SL","2019-07-19","86.5",-1.87934411401065,6.99747937283853,"Justin Verlander",542454,434378,"null","ball",,,,,14,"null","R","L","R","HOU","TEX","B","null","null",2,1,2019,0.20185699636328,0.431925789305364,1.54171416715394,0.359951081777771,"null","null","null",1,1,"Top","null","null",,,"455139",,"190720_001359",7.64743925679566,-125.416016162688,-10.3202512453352,0.621267554540415,24.1323613429643,-25.9442459770732,3.170200587459334,1.5500000000099945,"null","null","null",85.5,"2485",5.7,565653,434378,"455139","493329","514888","608324","664702","643393","545350","543807",54.7586007068516,"null","null","null","null","null","null","null",2,"4","Slider",0,0,0,0,0,0,0,0,"Standard","Standard"
"CU","2019-07-19","77.5",-2.13879382541468,6.97235125908109,"Justin Verlander",542454,434378,"null","ball",,,,,11,"null","R","L","R","HOU","TEX","B","null","null",1,1,2019,0.673513223418852,-1.06775517523786,-1.47149448877547,3.60552204506116,"null","null","null",1,1,"Top","null","null",,,"455139",,"190720_001340",0.236113431581807,-112.678951348165,1.59223382771956,5.50048097479209,20.6104917108585,-41.5206389004337,3.116291137245547,1.5499999999948741,"null","null","null",76.2,"2560",5.4,565653,434378,"455139","493329","514888","608324","664702","643393","545350","543807",55.12727492548,"null","null","null","null","null","null","null",2,"3","Curveball",0,0,0,0,0,0,0,0,"Standard","Standard"
"SL","2019-07-19","84.6",-1.92537370312628,6.96206277804773,"Justin Verlander",542454,434378,"null","ball",,,,,14,"null","R","L","R","HOU","TEX","B","null","null",0,1,2019,0.256269051046865,0.237802746512572,0.841505991498463,1.43999537996219,"null","null","null",1,1,"Top","null","null",,,"455139",,"190720_001323",5.87839397649097,-122.854728605726,-6.90451550017244,1.42319389309939,23.4603656763395,-28.7311926776949,3.206106700621646,1.5500000000020222,"null","null","null",83.7,"2445",5.7,565653,434378,"455139","493329","514888","608324","664702","643393","545350","543807",54.775121521428,"null","null","null","null","null","null","null",2,"2","Slider",0,0,0,0,0,0,0,0,"Standard","Standard"
"FF","2019-07-19","93.5",-1.95629767975133,7.00479118152493,"Justin Verlander",542454,434378,"null","called_strike",,,,,13,"null","R","L","R","HOU","TEX","S","null","null",0,0,2019,-1.05672520952468,1.43207533487386,-0.874749006371656,2.34539099183531,"null","null","null",1,1,"Top","null","null",,,"455139",,"190720_001308",5.04412311618821,-135.768241780646,-9.26939049892463,-14.0094375174926,30.3271486550864,-12.8828443415705,3.2494375714690875,1.5086621562566478,"null","null","null",92.7,"2470",6,565653,434378,"455139","493329","514888","608324","664702","643393","545350","543807",54.5128161537185,"null","null","null","null","null","null","null",2,"1","4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard"
"SL","2019-07-19","86.3",-1.96377574301039,6.99787584357951,"Justin Verlander",425783,434378,"field_out","hit_into_play",,,,,2,"Shin-Soo Choo lines out to right fielder George Springer.  ","R","L","R","HOU","TEX","X",9,"line_drive",0,2,2019,0.635252319472403,0.326154944395843,0.150283440279326,3.12724072685983,"null","null","null",0,1,"Top","166.42","51.04",,,"455139",,"190720_001239",3.72808330720935,-125.570512129892,-3.60828742602851,5.84498899984396,25.0057666101187,-28.3151575106101,3.26,1.55,"356","91.4","27.6",85.5,"2478",5.7,565653,434378,"455139","493329","514888","608324","664702","643393","545350","543807",54.7565826585563,"0.122","0.148","0.00",1,0,0,3,1,"4","Slider",0,0,0,0,0,0,0,0,"Infield shift","Strategic"
"FF","2019-07-19","94.2",-2.14310026582297,6.90855721235964,"Justin Verlander",425783,434378,"null","foul",,,,,1,"null","R","L","R","HOU","TEX","S","null","null",0,2,2019,-1.01989014722903,1.59217241780798,-0.48467286690259,3.41775425202262,"null","null","null",0,1,"Top","null","null",,,"455139",,"190720_001208",6.42861317778584,-136.782416606881,-6.68470604542869,-13.9465508297791,31.0946918441599,-11.4194977273245,3.3367533589728566,1.5599999999911631,"199","null","null",92.9,"2483",5.7,565653,434378,"455139","493329","514888","608324","664702","643393","545350","543807",54.8045820943919,"null","null","null","null","null","null","null",1,"3","4-Seam Fastball",0,0,0,0,0,0,0,0,"Infield shift","Standard"
"CU","2019-07-19","77.3",-1.99462570456474,7.02224492068135,"Justin Verlander",425783,434378,"null","foul",,,,,7,"null","R","L","R","HOU","TEX","S","null","null",0,1,2019,0.40684792538256,-1.13513315017323,-0.306134915468258,1.72888956940283,"null","null","null",0,1,"Top","null","null",,,"455139",,"190720_001130",2.82667251197803,-112.356714079577,-2.25979587128097,2.76107491580971,21.4833112099659,-41.2409952528741,3.390313289083416,1.560000000000393,"1","null","null",75.6,"2639",5.2,565653,434378,"455139","493329","514888","608324","664702","643393","545350","543807",55.2739295747906,"null","null","null","null","null","null","null",1,"2","Curveball",0,0,0,0,0,0,0,0,"Infield shift","Standard"
"FF","2019-07-19","92.6",-2.18053712344117,6.9662231514111,"Justin Verlander",425783,434378,"null","foul",,,,,11,"null","R","L","R","HOU","TEX","S","null","null",0,0,2019,-1.05448767543823,1.756928214358,-0.960341035899945,3.01228504507036,"null","null","null",0,1,"Top","null","null",,,"455139",,"190720_001114",5.3219960385062,-134.485993471019,-7.93583888940083,-13.7458463682866,30.4166227860394,-9.73168962863055,3.300951173971633,1.5599999999923782,"null","null","null",91.6,"2466",5.9,565653,434378,"455139","493329","514888","608324","664702","643393","545350","543807",54.6299698710342,"null","null","null","null","null","null","null",1,"1","4-Seam Fastball",0,0,0,0,0,0,0,0,"Infield shift","Standard"
"SL","2019-07-14","88.2",-1.80846447106872,6.67084782014404,"Justin Verlander",608577,434378,"field_out","hit_into_play",,,,,5,"Nomar Mazara grounds out, first baseman Yuli Gurriel to pitcher Justin Verlander.  ","R","L","R","TEX","HOU","X",3,"ground_ball",2,2,2019,0.606125514495996,0.359094345615471,-0.0192212960761547,2.52677437955236,"null","null","null",2,6,"Bot","159.28","166.38",,,"455139",,"190714_212651",3.09017254869422,-128.39160306197,-4.73939717470025,6.04476858554556,23.5164193047651,-27.6085161781935,3.42,1.65,"null","82.9","-20.7",87.7,"2532",5.7,566813,434378,"455139","493329","514888","608324","664702","488726","545350","502210",54.7885134195471,"0.075","0.065","0.00",1,0,0,2,54,"6","Slider",2,5,2,5,5,2,2,5,"Infield shift","Standard"
"FF","2019-07-14","95.4",-1.87130699907893,6.67323874812392,"Justin Verlander",608577,434378,"null","ball",,,,,14,"null","R","L","R","TEX","HOU","B","null","null",1,2,2019,-0.994953831622319,1.23946746086138,1.27794156404324,2.47500408674176,"null","null","null",2,6,"Bot","null","null",,,"455139",,"190714_212625",10.4831919584748,-138.38029821779,-8.18361261591618,-14.962832263942,27.7322036125658,-14.7054738240332,3.41,1.55,"null","null","null",95.5,"2544",6.3,566813,434378,"455139","493329","514888","608324","664702","488726","545350","502210",54.1820857292332,"null","null","null","null","null","null","null",54,"5","4-Seam Fastball",2,5,2,5,5,2,2,5,"Infield shift","Standard"
"FF","2019-07-14","95.3",-2.01557383187721,6.64982203466251,"Justin Verlander",608577,434378,"null","foul",,,,,4,"null","R","L","R","TEX","HOU","S","null","null",1,2,2019,-0.967954411428327,1.58550300200132,-0.344353400395314,2.48105056781863,"null","null","null",2,6,"Bot","null","null",,,"455139",,"190714_212555",6.51566249124672,-138.47589146182,-8.82273131863079,-13.7803306849485,28.9859051507435,-10.2005526814771,3.42,1.65,"null","null","null",95.1,"2545",6.1,566813,434378,"455139","493329","514888","608324","664702","488726","545350","502210",54.3605117115795,"null","null","null","null","null","null","null",54,"4","4-Seam Fastball",2,5,2,5,5,2,2,5,"Infield shift","Standard"
"SL","2019-07-14","88.8",-1.95652104075863,6.70448566996022,"Justin Verlander",608577,434378,"null","swinging_strike",,,,,5,"null","R","L","R","TEX","HOU","S","null","null",1,1,2019,0.119110761655508,0.713807959454184,-0.124523015190465,2.46653234947478,"null","null","null",2,6,"Bot","null","null",,,"455139",,"190714_212513",4.20956474739994,-129.263090842989,-5.8580274234028,0.61389908247644,22.0328375735791,-23.3915563572545,3.42,1.65,"null","null","null",88.8,"2662",5.9,566813,434378,"455139","493329","514888","608324","664702","488726","545350","502210",54.6087073581293,"null","null","null","null","null","null","null",54,"3","Slider",2,5,2,5,5,2,2,5,"Infield shift","Standard"
"SL","2019-07-14","88.5",-2.04893012445066,6.746430644712,"Justin Verlander",608577,434378,"null","swinging_strike",,,,,8,"null","R","L","R","TEX","HOU","S","null","null",1,0,2019,0.124950218619377,0.799108190223436,0.209702639878206,1.96880715941853,"null","null","null",2,6,"Bot","null","null",,,"455139",,"190714_212449",5.19976932841856,-128.680289697031,-7.23459373378136,0.498129059653237,21.7805622904053,-22.3348091946056,3.42,1.65,"null","null","null",88.2,"2637",5.8,566813,434378,"455139","493329","514888","608324","664702","488726","545350","502210",54.7347565136839,"null","null","null","null","null","null","null",54,"2","Slider",2,5,2,5,5,2,2,5,"Infield shift","Standard"
"FF","2019-07-14","94.5",-2.03348169876577,6.59908029070645,"Justin Verlander",608577,434378,"null","ball",,,,,8,"null","R","L","R","TEX","HOU","B","null","null",0,0,2019,-1.03241511718225,1.65327038009012,0.263697507378238,1.47003177887738,"null","null","null",2,6,"Bot","null","null",,,"455139",,"190714_212428",8.23674184644746,-137.051302902914,-11.2724426344528,-14.7506567420221,29.2624185427455,-9.1749343845709,3.42,1.54,"null","null","null",94.2,"2541",6.2,566813,434378,"455139","493329","514888","608324","664702","488726","545350","502210",54.2554647731014,"null","null","null","null","null","null","null",54,"1","4-Seam Fastball",2,5,2,5,5,2,2,5,"Infield shift","Standard"
"CU","2019-07-14","81.5",-1.94010806508509,6.66478957187872,"Justin Verlander",462101,434378,"field_out","hit_into_play",,,,,14,"Elvis Andrus lines out to center fielder Jake Marisnick.  ","R","R","R","TEX","HOU","X",8,"line_drive",2,2,2019,0.685725834903521,-0.770909413139166,0.261607445175101,1.44241227696942,"null","null","null",1,6,"Bot","108.09","58.08",,,"455139",,"190714_212352",3.63261299171348,-118.714002354233,-3.72415084875418,5.79677664471446,21.1872920393485,-38.9700814212866,3.42,1.65,"335","98.0","17.3",81.4,"2979",6,566813,434378,"455139","493329","514888","608324","664702","488726","545350","502210",54.4588537864974,"0.485","0.495","0.00",1,0,0,4,53,"7","Curveball",2,5,2,5,5,2,2,5,"Standard","Standard"
